siteID,NumPeaks,MaxPSD,pheno_var,MV_ModTerra_Mean,MV_ModTerra_Max,MV_ModAqua_Mean,MV_ModAqua_Max,MV_Landsat_Mean,MV_Landsat_Max
5560,3,0.403565593,0.508943622,31.93887966,56.01038852,42.05635165,35.28709962,60.38751582,73.35582144
5562,6,0.204759081,0.567019644,21.65937951,14.26967954,27.51862849,18.37651476,10.71066908,15.01644727
5564,3,0.291327497,0.555171065,42.79418311,17.37423075,36.65178241,41.7957273,15.8741704,33.79926557
5566,4,0.165363025,0.470535571,21.21604045,22.0251543,21.24975618,19.09027357,15.97403826,14.94145398
5568,6,0.119196644,0.489078636,17.21997737,18.81195321,14.86559117,19.77496801,15.83266215,22.00828198
5582,8,0.778232517,2.093396432,1.277938444,7.802110474,2.490248119,8.906263448,2.734147176,3.894675334
5584,3,0.585520312,0.651412663,22.80020821,23.44281009,18.8726713,18.34539237,13.69163537,23.85844693
5586,8,1.26188898,5.465185569,-1.195437493,4.631903361,-0.371857157,5.144129028,7.477011634,3.683200864
5588,5,0.177157304,0.490302688,27.18180215,40.08555981,30.92751589,49.18953154,19.11943914,47.45597692
5590,5,0.183978328,0.603608609,16.2531354,21.56849836,17.84586141,11.07674739,11.15198766,6.045255263
5591,5,0.190023443,0.59988089,34.66256755,16.970789,23.8279268,14.29199398,14.48796261,8.753601389
5592,6,0.227708486,0.560388441,14.85433042,12.92809177,12.60950405,9.837026317,10.569957,10.11542907
5593,6,0.235262621,0.619102441,24.07923252,12.15594487,22.69476628,9.567731265,12.94483287,10.86065411
5595,4,0.114557818,1.452314357,15.17624279,21.63049553,16.99248823,25.57565109,5.995709641,8.025375619
5596,3,0.109861503,1.398905522,25.16095043,45.28301723,24.88048929,33.07264475,6.932742602,23.20761859
5597,6,0.10776889,1.410412265,16.53596073,17.26918263,15.57954445,22.09520858,4.990089617,7.916009669
5599,3,0.139724455,1.313569001,15.73563616,25.51644345,18.05400923,25.3401858,21.67197609,21.1516342
5600,5,0.042689492,0.791704291,16.84895521,13.07356264,20.43947202,23.27868322,14.55932716,11.57775766
5601,5,0.79748774,1.342060759,17.47369213,26.17064453,17.96036411,20.93628577,13.44958424,27.92712475
5602,4,0.277692286,1.635324125,16.27907801,56.03994706,13.03851101,42.9083177,7.017568186,56.8026217
5603,4,0.721002459,1.269407391,15.9564491,23.90315129,12.54600385,37.17665708,7.575502126,45.01129767
5604,6,0.431345538,2.556626016,20.39368448,23.5947048,11.38865357,45.70461926,7.909249594,22.47963851
